split,class,image,reason
train,B,1159.png,expected_2_got_1
train,B,116.jpg,expected_2_got_1
train,B,1161.png,expected_2_got_1
train,B,1163.png,expected_2_got_1
train,B,1165.png,expected_2_got_1
train,B,1166.png,expected_2_got_1
train,B,1167.png,expected_2_got_1
train,B,1169.jpg,expected_2_got_1
train,B,1169.png,expected_2_got_1
train,B,117.jpg,expected_2_got_1
train,B,1170.png,expected_2_got_1
train,B,1171.png,expected_2_got_1
train,B,1172.png,no_hands_detected
train,B,1173.jpg,expected_2_got_1
train,B,1174.png,expected_2_got_1
train,B,1175.png,expected_2_got_1
train,B,1176.png,expected_2_got_1
train,B,1177.png,expected_2_got_1
train,B,1179.png,expected_2_got_1
train,B,118.jpg,expected_2_got_1
train,B,1180.png,expected_2_got_1
train,B,1181.png,expected_2_got_1
train,B,1182.png,expected_2_got_1
train,B,1183.png,expected_2_got_1
train,B,1184.jpg,expected_2_got_1
train,B,1184.png,expected_2_got_1
train,B,1185.png,expected_2_got_1
train,B,1186.png,expected_2_got_1
train,B,1187.png,expected_2_got_1
train,B,119.jpg,expected_2_got_1
train,B,1190.png,expected_2_got_1
train,B,1191.png,expected_2_got_1
train,B,1192.png,expected_2_got_1
train,B,1193.png,expected_2_got_1
train,B,1194.png,expected_2_got_1
train,B,120.jpg,expected_2_got_1
train,B,1202.png,expected_2_got_1
train,B,1203.png,expected_2_got_1
train,B,1204.png,expected_2_got_1
train,B,1205.png,expected_2_got_1
train,B,1209.png,expected_2_got_1
train,B,121.jpg,expected_2_got_1
train,B,1210.png,expected_2_got_1
train,B,1211.png,expected_2_got_1
train,B,1212.png,expected_2_got_1
train,B,1213.png,expected_2_got_1
train,B,1216.png,expected_2_got_1
train,B,1218.png,expected_2_got_1
train,B,122.jpg,expected_2_got_1
train,B,1221.png,expected_2_got_1
train,B,1222.png,expected_2_got_1
train,B,1223.png,expected_2_got_1
train,B,1225.png,expected_2_got_1
train,B,1226.png,expected_2_got_1
train,B,1227.png,expected_2_got_1
train,B,1228.png,expected_2_got_1
train,B,1229.png,expected_2_got_1
train,B,123.jpg,expected_2_got_1
train,B,1230.png,expected_2_got_1
train,B,1233.png,expected_2_got_1
train,B,1234.png,expected_2_got_1
train,B,1235.png,expected_2_got_1
train,B,1236.png,expected_2_got_1
train,B,1237.png,expected_2_got_1
train,B,1239.png,expected_2_got_1
train,B,1240.png,expected_2_got_1
train,B,1241.png,expected_2_got_1
train,B,1242.png,expected_2_got_1
train,B,1243.png,expected_2_got_1
train,B,1246.png,expected_2_got_1
train,B,1247.png,expected_2_got_1
train,B,1248.png,expected_2_got_1
train,B,1249.png,expected_2_got_1
train,B,125.jpg,expected_2_got_1
train,B,1250.png,expected_2_got_1
train,B,1251.png,expected_2_got_1
train,B,1252.png,expected_2_got_1
train,B,1253.png,expected_2_got_1
train,B,1254.png,expected_2_got_1
train,B,1255.png,expected_2_got_1
train,B,1256.png,expected_2_got_1
train,B,126.jpg,expected_2_got_1
train,B,1260.png,"invalid_handedness_['Left', 'Left']"
train,B,1262.png,"invalid_handedness_['Left', 'Left']"
train,B,127.jpg,expected_2_got_1
train,B,1270.png,expected_2_got_1
train,B,1272.png,expected_2_got_1
train,B,1273.png,expected_2_got_1
train,B,1275.png,expected_2_got_1
train,B,1276.png,expected_2_got_1
train,B,1277.png,expected_2_got_1
train,B,1278.png,expected_2_got_1
train,B,1279.png,expected_2_got_1
train,B,1281.png,expected_2_got_1
train,B,1285.png,expected_2_got_1
train,B,1286.png,expected_2_got_1
train,B,1287.png,expected_2_got_1
train,B,1289.png,expected_2_got_1
train,B,129.jpg,expected_2_got_1
train,B,1290.png,expected_2_got_1
train,B,1291.png,expected_2_got_1
train,B,1292.png,expected_2_got_1
train,B,1298.png,expected_2_got_1
train,B,1299.png,expected_2_got_1
train,B,130.jpg,expected_2_got_1
train,B,1301.png,expected_2_got_1
train,B,1303.png,expected_2_got_1
train,B,1305.png,expected_2_got_1
train,B,1308.png,expected_2_got_1
train,B,1310.png,expected_2_got_1
train,B,1311.png,expected_2_got_1
train,B,1312.png,expected_2_got_1
train,B,1313.png,expected_2_got_1
train,B,1314.png,expected_2_got_1
train,B,1315.png,expected_2_got_1
train,B,1316.png,expected_2_got_1
train,B,1318.png,expected_2_got_1
train,B,1319.png,expected_2_got_1
train,B,132.jpg,expected_2_got_1
train,B,1320.png,expected_2_got_1
train,B,1321.png,expected_2_got_1
train,B,1323.png,expected_2_got_1
train,B,1324.png,expected_2_got_1
train,B,1325.png,expected_2_got_1
train,B,1327.png,expected_2_got_1
train,B,1328.png,expected_2_got_1
train,B,133.jpg,expected_2_got_1
train,B,1331.png,expected_2_got_1
train,B,1332.png,expected_2_got_1
train,B,1334.png,no_hands_detected
train,B,1335.png,no_hands_detected
train,B,1336.png,"invalid_handedness_['Left', 'Left']"
train,B,1337.png,"invalid_handedness_['Left', 'Left']"
train,B,1338.png,expected_2_got_1
train,B,134.jpg,expected_2_got_1
train,B,1342.png,expected_2_got_1
train,B,1343.png,expected_2_got_1
train,B,1346.png,expected_2_got_1
train,B,1349.png,expected_2_got_1
train,B,1350.png,expected_2_got_1
train,B,1351.png,expected_2_got_1
train,B,1352.png,expected_2_got_1
train,B,1353.png,expected_2_got_1
train,B,1354.png,expected_2_got_1
train,B,1355.png,expected_2_got_1
train,B,136.jpg,expected_2_got_1
train,B,1362.png,expected_2_got_1
train,B,1363.png,expected_2_got_1
train,B,1364.png,expected_2_got_1
train,B,1365.png,expected_2_got_1
train,B,1368.png,expected_2_got_1
train,B,1369.png,expected_2_got_1
train,B,137.jpg,expected_2_got_1
train,B,1419.png,expected_2_got_1
train,B,1420.png,expected_2_got_1
train,B,1449.png,"invalid_handedness_['Left', 'Left']"
train,B,1469.png,"invalid_handedness_['Left', 'Left']"
train,B,1470.png,"invalid_handedness_['Left', 'Left']"
train,B,1471.png,expected_2_got_1
train,B,1472.png,expected_2_got_1
train,B,148.jpg,expected_2_got_1
train,B,158.jpg,expected_2_got_1
train,B,160.jpg,expected_2_got_1
train,B,161.jpg,expected_2_got_1
train,B,162.jpg,expected_2_got_1
train,B,164.jpg,expected_2_got_1
train,B,166.jpg,expected_2_got_1
train,B,167.jpg,expected_2_got_1
train,B,168.jpg,expected_2_got_1
train,B,169.jpg,expected_2_got_1
train,B,170.jpg,expected_2_got_1
train,B,172.jpg,expected_2_got_1
train,B,173.jpg,expected_2_got_1
train,B,176.jpg,expected_2_got_1
train,B,177.jpg,expected_2_got_1
train,B,178.jpg,no_hands_detected
train,B,179.jpg,expected_2_got_1
train,B,180.jpg,expected_2_got_1
train,B,181.jpg,expected_2_got_1
train,B,182.jpg,expected_2_got_1
train,B,183.jpg,expected_2_got_1
train,B,184.jpg,expected_2_got_1
train,B,187.jpg,no_hands_detected
train,B,188.jpg,no_hands_detected
train,B,189.jpg,expected_2_got_1
train,B,190.jpg,expected_2_got_1
train,B,191.jpg,no_hands_detected
train,B,192.jpg,expected_2_got_1
train,B,193.jpg,no_hands_detected
train,B,194.jpg,no_hands_detected
train,B,195.jpg,expected_2_got_1
train,B,196.jpg,expected_2_got_1
train,B,197.jpg,expected_2_got_1
train,B,200.jpg,expected_2_got_1
train,B,201.jpg,expected_2_got_1
train,B,202.jpg,no_hands_detected
train,B,203.jpg,no_hands_detected
train,B,204.jpg,expected_2_got_1
train,B,205.jpg,expected_2_got_1
train,B,206.jpg,expected_2_got_1
train,B,207.jpg,expected_2_got_1
train,B,208.jpg,expected_2_got_1
train,B,210.jpg,expected_2_got_1
train,B,211.jpg,expected_2_got_1
train,B,213.jpg,no_hands_detected
train,B,215.jpg,expected_2_got_1
train,B,216.jpg,expected_2_got_1
train,B,249.jpg,expected_2_got_1
train,B,250.jpg,expected_2_got_1
train,B,251.jpg,expected_2_got_1
train,B,309.png,no_hands_detected
train,B,311.png,expected_2_got_1
train,B,312.png,expected_2_got_1
train,B,314.png,expected_2_got_1
train,B,315.png,no_hands_detected
train,B,317.png,expected_2_got_1
train,B,318.png,expected_2_got_1
train,B,319.png,expected_2_got_1
train,B,320.png,expected_2_got_1
train,B,321.png,expected_2_got_1
train,B,323.png,expected_2_got_1
train,B,324.png,no_hands_detected
train,B,325.png,expected_2_got_1
train,B,326.png,expected_2_got_1
train,B,328.png,no_hands_detected
train,B,329.png,no_hands_detected
train,B,332.png,no_hands_detected
train,B,335.png,no_hands_detected
train,B,336.png,no_hands_detected
train,B,337.png,no_hands_detected
train,B,338.png,no_hands_detected
train,B,339.png,no_hands_detected
train,B,342.png,no_hands_detected
train,B,344.png,no_hands_detected
train,B,345.png,no_hands_detected
train,B,346.png,no_hands_detected
train,B,347.png,no_hands_detected
train,B,351.png,no_hands_detected
train,B,352.png,no_hands_detected
train,B,353.png,no_hands_detected
train,B,354.png,no_hands_detected
train,B,356.png,no_hands_detected
train,B,357.png,no_hands_detected
train,B,360.png,no_hands_detected
train,B,361.png,no_hands_detected
train,B,363.png,no_hands_detected
train,B,365.png,no_hands_detected
train,B,366.png,no_hands_detected
train,B,368.png,no_hands_detected
train,B,369.png,no_hands_detected
train,B,370.png,no_hands_detected
train,B,371.png,no_hands_detected
train,B,372.png,no_hands_detected
train,B,374.png,no_hands_detected
train,B,375.png,no_hands_detected
train,B,376.png,no_hands_detected
train,B,377.png,no_hands_detected
train,B,378.png,no_hands_detected
train,B,379.png,no_hands_detected
train,B,380.png,no_hands_detected
train,B,381.png,no_hands_detected
train,B,382.png,no_hands_detected
train,B,383.png,no_hands_detected
train,B,385.png,no_hands_detected
train,B,386.png,no_hands_detected
train,B,389.png,no_hands_detected
train,B,390.png,no_hands_detected
train,B,391.png,no_hands_detected
train,B,392.png,no_hands_detected
train,B,393.png,no_hands_detected
train,B,394.png,no_hands_detected
train,B,395.png,no_hands_detected
train,B,396.png,no_hands_detected
train,B,397.png,no_hands_detected
train,B,399.png,no_hands_detected
train,B,400.png,no_hands_detected
train,B,401.png,no_hands_detected
train,B,402.png,no_hands_detected
train,B,403.png,no_hands_detected
train,B,404.png,no_hands_detected
train,B,406.png,no_hands_detected
train,B,407.png,no_hands_detected
train,B,408.png,no_hands_detected
train,B,409.png,no_hands_detected
train,B,411.png,no_hands_detected
train,B,412.png,no_hands_detected
train,B,413.png,no_hands_detected
train,B,415.png,no_hands_detected
train,B,416.png,no_hands_detected
train,B,417.png,no_hands_detected
train,B,418.png,no_hands_detected
train,B,419.png,no_hands_detected
train,B,420.png,no_hands_detected
train,B,421.png,no_hands_detected
train,B,422.png,no_hands_detected
train,B,424.png,no_hands_detected
train,B,425.png,no_hands_detected
train,B,426.png,expected_2_got_1
train,B,427.png,no_hands_detected
train,B,428.png,no_hands_detected
train,B,430.png,no_hands_detected
train,B,433.png,no_hands_detected
train,B,434.png,no_hands_detected
train,B,435.png,no_hands_detected
train,B,436.png,no_hands_detected
train,B,437.png,no_hands_detected
train,B,438.jpg,"invalid_handedness_['Right', 'Right']"
train,B,439.png,no_hands_detected
train,B,440.png,no_hands_detected
train,B,441.png,no_hands_detected
train,B,442.png,no_hands_detected
train,B,443.png,no_hands_detected
train,B,444.png,no_hands_detected
train,B,445.png,no_hands_detected
train,B,446.png,no_hands_detected
train,B,450.png,no_hands_detected
train,B,451.png,no_hands_detected
train,B,452.png,no_hands_detected
train,B,477.png,no_hands_detected
train,B,478.png,"invalid_handedness_['Left', 'Left']"
train,B,479.png,"invalid_handedness_['Left', 'Left']"
train,B,481.png,expected_2_got_1
train,B,483.png,expected_2_got_1
train,B,484.png,expected_2_got_1
train,B,485.png,expected_2_got_1
train,B,486.png,expected_2_got_1
train,B,487.png,expected_2_got_1
train,B,488.png,expected_2_got_1
train,B,489.png,expected_2_got_1
train,B,490.png,expected_2_got_1
train,B,491.png,expected_2_got_1
train,B,492.png,expected_2_got_1
train,B,493.png,expected_2_got_1
train,B,495.png,expected_2_got_1
train,B,496.png,expected_2_got_1
train,B,497.png,expected_2_got_1
train,B,498.png,expected_2_got_1
train,B,499.png,expected_2_got_1
train,B,500.png,expected_2_got_1
train,B,501.png,expected_2_got_1
train,B,502.png,expected_2_got_1
train,B,503.png,expected_2_got_1
train,B,504.png,expected_2_got_1
train,B,506.png,expected_2_got_1
train,B,507.png,expected_2_got_1
train,B,508.png,expected_2_got_1
train,B,509.png,expected_2_got_1
train,B,516.png,expected_2_got_1
train,B,517.png,expected_2_got_1
train,B,522.png,expected_2_got_1
train,B,523.png,expected_2_got_1
train,B,524.png,expected_2_got_1
train,B,525.png,expected_2_got_1
train,B,526.png,expected_2_got_1
train,B,527.png,expected_2_got_1
train,B,528.png,expected_2_got_1
train,B,529.png,expected_2_got_1
train,B,530.png,expected_2_got_1
train,B,531.png,expected_2_got_1
train,B,532.png,expected_2_got_1
train,B,534.png,expected_2_got_1
train,B,535.png,expected_2_got_1
train,B,536.png,expected_2_got_1
train,B,538.png,expected_2_got_1
train,B,539.png,expected_2_got_1
train,B,540.png,expected_2_got_1
train,B,541.png,expected_2_got_1
train,B,542.png,expected_2_got_1
train,B,544.png,expected_2_got_1
train,B,545.png,expected_2_got_1
train,B,546.png,expected_2_got_1
train,B,547.png,expected_2_got_1
train,B,548.png,expected_2_got_1
train,B,549.png,expected_2_got_1
train,B,550.png,expected_2_got_1
train,B,551.png,expected_2_got_1
train,B,552.png,expected_2_got_1
train,B,555.png,expected_2_got_1
train,B,556.png,expected_2_got_1
train,B,557.png,expected_2_got_1
train,B,558.png,expected_2_got_1
train,B,559.png,expected_2_got_1
train,B,560.png,expected_2_got_1
train,B,561.png,expected_2_got_1
train,B,562.png,expected_2_got_1
train,B,563.png,expected_2_got_1
train,B,564.png,expected_2_got_1
train,B,565.png,expected_2_got_1
train,B,566.png,no_hands_detected
train,B,569.png,expected_2_got_1
train,B,570.png,expected_2_got_1
train,B,571.png,expected_2_got_1
train,B,573.png,expected_2_got_1
train,B,576.png,no_hands_detected
train,B,577.png,no_hands_detected
train,B,578.png,no_hands_detected
train,B,579.png,no_hands_detected
train,B,580.png,expected_2_got_1
train,B,581.png,expected_2_got_1
train,B,582.png,expected_2_got_1
train,B,583.png,expected_2_got_1
train,B,586.png,expected_2_got_1
train,B,587.png,expected_2_got_1
train,B,588.png,expected_2_got_1
train,B,589.png,expected_2_got_1
train,B,590.png,expected_2_got_1
train,B,591.png,expected_2_got_1
train,B,592.png,expected_2_got_1
train,B,593.png,expected_2_got_1
train,B,594.png,expected_2_got_1
train,B,595.png,expected_2_got_1
train,B,596.png,expected_2_got_1
train,B,597.png,expected_2_got_1
train,B,598.png,expected_2_got_1
train,B,599.png,expected_2_got_1
train,B,601.png,expected_2_got_1
train,B,602.png,expected_2_got_1
train,B,603.png,expected_2_got_1
train,B,604.png,expected_2_got_1
train,B,606.png,expected_2_got_1
train,B,607.png,expected_2_got_1
train,B,608.png,expected_2_got_1
train,B,609.png,expected_2_got_1
train,B,610.png,expected_2_got_1
train,B,611.png,expected_2_got_1
train,B,612.png,expected_2_got_1
train,B,613.png,expected_2_got_1
train,B,614.png,expected_2_got_1
train,B,615.png,expected_2_got_1
train,B,616.png,expected_2_got_1
train,B,617.png,no_hands_detected
train,B,619.png,expected_2_got_1
train,B,621.png,expected_2_got_1
train,B,622.png,expected_2_got_1
train,B,623.png,no_hands_detected
train,B,624.png,no_hands_detected
train,B,625.png,expected_2_got_1
train,B,626.png,expected_2_got_1
train,B,627.png,no_hands_detected
train,B,628.png,no_hands_detected
train,B,629.png,expected_2_got_1
train,B,630.png,expected_2_got_1
train,B,639.png,expected_2_got_1
train,B,641.png,expected_2_got_1
train,B,642.png,expected_2_got_1
train,B,664.png,expected_2_got_1
train,B,695.jpg,expected_2_got_1
train,B,698.jpg,expected_2_got_1
train,B,699.jpg,expected_2_got_1
train,B,700.jpg,expected_2_got_1
train,B,702.jpg,expected_2_got_1
train,B,703.jpg,expected_2_got_1
train,B,705.jpg,expected_2_got_1
train,B,706.jpg,expected_2_got_1
train,B,708.jpg,expected_2_got_1
train,B,709.jpg,expected_2_got_1
train,B,710.jpg,expected_2_got_1
train,B,711.jpg,expected_2_got_1
train,B,715.jpg,expected_2_got_1
train,B,716.png,expected_2_got_1
train,B,717.jpg,expected_2_got_1
train,B,717.png,expected_2_got_1
train,B,718.png,expected_2_got_1
train,B,719.png,expected_2_got_1
train,B,720.png,expected_2_got_1
train,B,721.png,expected_2_got_1
train,B,723.png,expected_2_got_1
train,B,724.jpg,expected_2_got_1
train,B,724.png,expected_2_got_1
train,B,727.png,expected_2_got_1
train,B,728.png,expected_2_got_1
train,B,729.jpg,expected_2_got_1
train,B,729.png,expected_2_got_1
train,B,730.png,expected_2_got_1
train,B,731.png,expected_2_got_1
train,B,732.jpg,expected_2_got_1
train,B,732.png,expected_2_got_1
train,B,733.png,expected_2_got_1
train,B,734.jpg,expected_2_got_1
train,B,734.png,expected_2_got_1
train,B,735.jpg,expected_2_got_1
train,B,735.png,expected_2_got_1
train,B,736.png,expected_2_got_1
train,B,737.jpg,expected_2_got_1
train,B,737.png,expected_2_got_1
train,B,738.jpg,expected_2_got_1
train,B,738.png,expected_2_got_1
train,B,739.png,expected_2_got_1
train,B,741.png,expected_2_got_1
train,B,742.jpg,expected_2_got_1
train,B,742.png,expected_2_got_1
train,B,743.jpg,expected_2_got_1
train,B,744.jpg,expected_2_got_1
train,B,746.jpg,expected_2_got_1
train,B,747.jpg,expected_2_got_1
train,B,750.jpg,expected_2_got_1
train,B,751.jpg,expected_2_got_1
train,B,754.jpg,expected_2_got_1
train,B,755.jpg,expected_2_got_1
train,B,756.jpg,expected_2_got_1
train,B,757.jpg,expected_2_got_1
train,B,758.jpg,expected_2_got_1
train,B,759.jpg,expected_2_got_1
train,B,761.jpg,expected_2_got_1
train,B,762.jpg,expected_2_got_1
train,B,764.jpg,expected_2_got_1
train,B,765.jpg,expected_2_got_1
train,B,766.jpg,expected_2_got_1
train,B,767.jpg,expected_2_got_1
train,B,768.jpg,expected_2_got_1
train,B,768.png,expected_2_got_1
train,B,769.png,expected_2_got_1
train,B,770.jpg,expected_2_got_1
train,B,770.png,expected_2_got_1
train,B,771.jpg,expected_2_got_1
train,B,771.png,expected_2_got_1
train,B,772.jpg,expected_2_got_1
train,B,772.png,expected_2_got_1
train,B,773.jpg,expected_2_got_1
train,B,773.png,expected_2_got_1
train,B,774.png,expected_2_got_1
train,B,775.jpg,expected_2_got_1
train,B,775.png,expected_2_got_1
train,B,776.png,expected_2_got_1
train,B,777.png,expected_2_got_1
train,B,778.png,expected_2_got_1
train,B,779.jpg,expected_2_got_1
train,B,779.png,expected_2_got_1
train,B,780.jpg,expected_2_got_1
train,B,780.png,expected_2_got_1
train,B,781.jpg,expected_2_got_1
train,B,781.png,expected_2_got_1
train,B,782.jpg,expected_2_got_1
train,B,782.png,expected_2_got_1
train,B,783.jpg,expected_2_got_1
train,B,783.png,expected_2_got_1
train,B,784.jpg,expected_2_got_1
train,B,784.png,expected_2_got_1
train,B,785.jpg,expected_2_got_1
train,B,785.png,expected_2_got_1
train,B,786.jpg,expected_2_got_1
train,B,786.png,expected_2_got_1
train,B,787.jpg,expected_2_got_1
train,B,788.jpg,expected_2_got_1
train,B,788.png,expected_2_got_1
train,B,789.jpg,expected_2_got_1
train,B,790.jpg,expected_2_got_1
train,B,791.jpg,expected_2_got_1
train,B,792.jpg,expected_2_got_1
train,B,793.jpg,expected_2_got_1
train,B,794.jpg,expected_2_got_1
train,B,795.png,expected_2_got_1
train,B,796.png,expected_2_got_1
train,B,798.jpg,expected_2_got_1
train,B,800.png,expected_2_got_1
train,B,802.jpg,expected_2_got_1
train,B,808.jpg,expected_2_got_1
train,B,810.jpg,expected_2_got_1
train,B,811.jpg,expected_2_got_1
train,B,813.jpg,expected_2_got_1
train,B,814.jpg,expected_2_got_1
train,B,816.jpg,expected_2_got_1
train,B,821.jpg,expected_2_got_1
